PUMFID,JOBINCP,STL_170A,STL_170B,STL_170C,STL_170D,STL_170E,STL_170F,STL_170H,STL_170I,STL_170J,STL_170L,STLP170N,GRADAGEP,GENDER2,CTZSHIPP,HLOSGRDP,PGMCIPAP,REG_INST,BEF_160,PGM_P100,PAR1GRD,PAR2GRD
79584,5,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,1,3,6,2,1,1
79585,5,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,5,3,6,1,1,1
79588,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,4,1,6,1,1,1
79589,3,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,5,4,4,2,3,3
79590,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,5,2,6,2,3,3
79591,99,1,6,1,6,2,6,2,2,2,6,6,3,2,1,2,9,1,6,1,2,1
79592,3,1,2,2,6,6,2,2,1,6,6,6,2,2,1,3,9,2,6,1,1,1
79593,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,4,2,2,2,1
79594,5,2,6,6,2,2,1,1,2,2,6,6,4,2,2,3,9,4,6,2,1,1
79596,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,1,2,4,1,2,1
79597,2,1,2,2,6,2,1,6,6,6,6,6,1,1,1,2,8,1,6,2,3,1
79598,3,6,6,6,6,6,6,6,6,6,6,6,3,1,2,2,6,4,4,2,1,1
79599,3,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,5,2,6,2,2,1
79600,3,1,6,2,6,2,6,6,6,6,6,1,1,1,1,2,5,4,2,2,1,1
79601,5,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,8,3,1,2,1,1
79602,4,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,1,4,2,1,2,9
79604,3,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,5,2,6,2,1,1
79605,3,2,6,1,6,6,1,2,6,6,6,6,2,2,1,1,4,4,6,2,2,2
79606,3,1,6,2,6,2,6,6,1,2,6,6,3,2,1,1,8,4,6,1,3,3
79608,5,2,2,2,2,2,1,1,6,6,6,6,2,1,1,2,8,4,3,1,9,9
79610,1,2,6,2,6,2,1,6,6,1,6,6,1,2,9,1,6,4,5,2,3,3
79611,5,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,7,4,3,1,2,1
79613,96,2,2,2,2,2,1,2,1,2,2,9,1,1,1,2,6,1,2,2,3,1
79618,2,2,1,6,6,2,1,6,6,6,6,6,1,2,1,2,9,4,2,1,3,3
79619,96,1,6,2,2,2,2,6,1,6,6,6,1,1,1,2,9,4,2,1,3,2
79620,4,1,6,2,6,2,1,6,6,2,6,6,4,2,1,3,10,4,6,2,1,1
79622,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,9,9,3,6,2,1,1
79623,2,1,6,2,6,2,1,6,2,6,6,6,3,1,1,2,5,4,6,2,1,1
79626,2,2,6,6,6,6,1,6,2,1,6,6,4,2,1,1,9,4,6,1,1,1
79627,1,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,2,4,1,3,3
79628,3,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,5,2,1,2,1,1
79629,96,2,1,6,2,1,6,6,6,6,6,6,3,2,1,3,9,4,6,1,1,1
79630,5,6,6,6,6,6,6,6,6,6,6,6,4,1,2,3,5,2,6,1,1,1
79632,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,1,4,1,9,1
79633,4,6,6,6,6,6,6,6,6,6,6,6,3,1,3,1,5,2,6,2,3,2
79634,3,1,6,2,6,2,1,6,6,6,6,6,3,1,2,2,8,4,6,1,1,1
79636,4,2,6,1,6,6,6,6,1,2,6,6,1,2,1,1,9,2,6,1,1,1
79639,3,6,1,2,6,6,1,2,6,2,6,6,1,2,1,2,5,4,1,1,2,1
79640,1,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,6,3,3,2,3,3
79641,96,1,1,2,6,2,2,2,6,6,6,6,1,2,1,3,4,3,4,2,1,1
79642,2,6,6,6,6,6,6,6,6,6,6,6,4,1,2,2,5,4,2,2,3,3
79643,2,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,4,4,6,2,2,2
79644,3,1,6,1,6,6,2,6,6,6,6,6,2,2,1,3,5,1,6,2,1,1
79647,96,9,9,9,9,9,9,9,9,9,9,9,2,1,3,3,8,3,2,2,1,1
79649,99,9,9,9,9,9,9,9,9,9,9,9,3,2,1,1,5,4,1,2,9,9
79650,96,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,2,1,6,2,1,1
79651,4,6,6,6,6,6,6,6,6,6,6,6,2,1,2,1,7,2,4,1,2,2
79652,3,2,1,6,6,6,6,2,1,6,6,6,2,2,9,9,4,4,99,2,9,9
79653,3,6,6,6,6,6,6,6,6,6,6,6,2,1,3,2,5,4,1,2,1,1
79654,5,6,6,6,6,6,6,6,6,6,6,6,3,2,9,3,8,2,1,1,1,1
79655,5,6,6,6,6,6,6,6,6,6,6,6,4,1,2,3,1,1,6,2,1,1
79656,5,1,6,6,6,6,1,2,2,6,6,6,4,2,2,3,5,2,3,2,1,1
79657,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,4,4,1,2,1,1
79659,5,2,6,6,6,2,1,1,6,6,6,6,1,1,3,3,8,3,1,2,1,1
79660,4,2,1,6,6,6,1,6,6,6,6,6,1,2,1,2,1,1,6,1,2,1
79663,96,2,1,6,6,6,2,1,6,2,6,6,1,2,1,2,10,4,1,2,2,2
79667,1,6,6,6,6,6,6,6,6,6,6,6,1,1,2,3,4,4,1,2,1,1
79668,96,2,2,6,6,6,1,2,2,1,6,6,2,2,1,1,5,4,6,2,2,9
79669,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,2,5,4,6,2,1,1
79670,4,1,6,2,6,6,2,1,6,6,6,6,2,2,1,3,5,2,2,2,1,1
79671,96,2,1,6,6,6,2,2,6,1,6,6,1,1,1,1,8,4,99,2,3,1
79673,4,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,8,2,3,2,1,1
79674,5,1,1,2,2,2,2,2,6,6,6,6,1,1,1,2,7,3,3,1,2,2
79675,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,2,1,3,2,3,9
79678,96,1,6,6,6,6,6,2,1,6,6,6,4,1,1,1,7,4,6,1,2,9
79680,3,1,6,1,6,2,6,2,6,6,6,6,3,2,1,1,5,4,6,2,2,2
79683,2,1,6,6,2,1,6,6,6,6,6,6,1,2,1,2,4,1,5,1,1,1
79685,2,1,1,6,6,6,2,6,6,6,6,6,1,2,1,2,4,3,4,1,1,1
79686,3,2,6,2,6,2,1,2,1,6,6,6,2,1,1,2,4,1,6,2,1,1
79687,96,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,4,4,6,1,1,1
79691,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,3,1,3,6,1,1,1
79694,96,1,6,1,6,6,2,2,6,6,6,6,1,1,1,1,8,1,6,2,1,2
79695,3,2,1,6,6,6,1,2,6,6,6,6,1,1,1,2,8,1,4,2,1,1
79696,5,2,6,6,6,6,1,2,6,1,6,6,4,2,1,2,4,4,6,1,1,1
79698,3,1,6,1,2,2,2,2,6,6,6,6,2,2,2,2,5,4,1,2,2,2
79699,4,1,6,1,6,6,2,2,6,6,6,6,3,2,2,2,9,4,4,1,2,1
79700,3,1,6,6,6,6,2,6,6,6,6,1,1,1,1,1,9,4,6,2,1,1
79703,96,1,6,2,2,1,2,6,6,2,6,6,3,2,2,3,4,3,4,1,1,1
79704,1,6,6,6,6,6,6,6,6,6,6,6,1,2,9,1,9,3,2,1,1,1
79705,1,1,6,2,6,6,1,6,6,6,6,6,1,2,1,2,2,1,6,2,1,1
79706,96,1,6,2,2,2,1,6,2,2,6,6,2,2,1,2,10,4,6,2,1,1
79710,4,1,2,6,6,6,2,6,1,6,6,6,2,1,1,2,9,3,2,1,1,1
79711,2,6,6,1,6,6,6,1,2,6,6,6,1,1,1,1,10,4,3,2,2,2
79712,96,1,6,6,6,6,1,2,6,2,6,6,2,2,1,3,2,3,5,1,1,1
79713,3,1,6,1,2,2,6,6,6,6,6,6,3,2,1,2,4,1,6,1,1,1
79714,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,1,4,4,1,1,1
79715,5,6,6,6,6,6,6,6,6,6,6,6,2,1,2,3,7,4,6,1,2,2
79716,2,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,5,1,1,1,3,3
79717,3,2,6,6,6,1,1,2,6,6,6,6,1,2,1,1,5,4,3,2,2,2
79720,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,4,2,2,1,1,1
79722,3,2,6,6,6,6,1,6,6,6,6,6,3,2,1,3,1,3,6,2,2,1
79723,3,1,6,1,6,6,2,6,6,2,6,9,2,2,1,2,8,1,1,1,3,3
79724,2,2,6,6,6,1,1,2,6,2,6,6,1,2,1,2,9,4,4,1,1,1
79725,3,6,6,6,6,2,1,1,2,6,6,6,2,2,1,3,8,3,6,2,1,1
79730,2,2,2,1,6,6,6,1,6,6,6,6,1,1,1,1,10,4,99,2,2,1
79732,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,2,6,1,1,1
79733,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,4,2,6,1,2,1
79734,5,6,6,6,6,6,6,6,6,6,6,6,2,1,1,3,8,3,4,2,3,1
79736,96,1,6,2,6,2,2,1,6,6,6,6,1,2,1,2,6,4,2,2,3,1
79737,4,2,2,6,6,2,1,1,6,6,6,6,1,2,1,2,9,3,5,1,2,1
79738,96,6,6,6,6,6,6,6,6,6,6,6,1,2,3,3,5,2,6,2,2,2
79739,3,1,6,2,6,2,1,2,2,6,6,6,2,1,1,2,5,2,3,1,1,1
79740,3,1,6,6,6,2,1,6,6,2,6,6,1,1,1,2,5,1,4,2,1,1
79741,3,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,6,4,2,2,2,2
79742,5,1,6,6,6,6,1,6,6,2,6,6,3,2,1,3,1,1,6,2,1,1
79743,99,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,5,1,2,1,3,3
79744,1,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,4,4,6,2,3,1
79747,96,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,8,4,1,2,1,1
79750,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,4,6,1,9,2
79752,3,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,4,2,1,1,1,1
79753,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,4,99,1,1,1
79754,96,2,2,6,6,2,1,1,2,6,6,6,3,2,1,3,9,4,4,2,1,1
79755,5,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,4,3,1,1,1
79760,2,6,6,6,6,6,6,6,6,6,6,6,4,2,3,3,4,3,6,1,1,1
79761,3,1,1,6,6,6,6,2,6,6,6,6,1,2,1,2,8,3,1,1,1,1
79765,96,2,1,6,6,2,2,1,2,6,6,6,1,2,1,2,9,3,2,2,3,3
79766,5,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,4,2,4,2,2,2
79768,5,6,6,6,6,6,6,6,6,6,6,6,4,1,2,3,5,4,6,2,1,1
79770,4,2,1,1,6,2,2,2,6,6,6,6,1,1,1,2,5,3,3,2,3,3
79771,96,2,6,6,6,1,2,6,6,6,6,6,2,1,9,3,8,4,1,1,1,1
79773,2,6,6,6,6,6,6,6,6,6,6,6,4,2,3,2,9,3,6,1,1,9
79774,4,2,2,2,2,2,1,1,6,6,6,6,1,2,1,2,9,4,4,1,1,1
79778,2,6,6,6,6,6,6,6,6,6,6,6,1,1,3,1,4,4,2,1,2,9
79779,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,3,3,2,2,1
79780,5,1,6,6,6,6,2,2,1,6,6,6,2,2,1,3,5,4,5,1,1,1
79781,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,1,3,1,1,1
79786,5,2,6,6,6,1,1,6,2,6,6,6,3,2,1,3,2,3,6,2,1,1
79789,5,2,6,6,6,6,1,2,1,2,2,6,4,2,1,3,99,1,6,2,1,1
79790,2,6,6,1,6,6,2,6,6,6,6,1,2,1,2,2,8,4,2,1,1,1
79791,5,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,1,4,6,2,1,1
79793,2,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,8,4,1,1,3,1
79794,3,2,6,6,6,2,1,1,6,6,6,6,1,1,1,2,7,2,4,1,2,1
79795,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,3,6,3,6,2,2,2
79796,2,6,6,6,6,6,6,6,6,6,6,6,3,1,2,1,10,2,6,1,2,1
79797,4,1,6,2,6,6,2,6,1,2,6,6,3,2,1,3,4,1,6,1,1,1
79799,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,5,4,2,1,3,2
79800,3,2,1,6,2,2,2,2,6,6,6,6,1,2,1,3,6,3,2,1,1,1
79801,2,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,9,2,6,1,9,9
79802,4,1,2,2,2,2,1,2,6,6,6,6,2,2,1,3,10,3,3,2,1,1
79803,96,9,9,9,9,9,9,9,9,9,9,9,1,1,3,1,5,4,3,2,3,1
79804,96,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,5,4,4,2,1,2
79806,3,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,8,3,2,2,1,1
79808,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,4,1,6,2,3,2
79810,2,1,6,1,6,6,2,6,6,6,6,6,1,1,2,2,6,4,2,1,1,1
79811,4,9,9,9,9,9,9,9,9,9,9,9,2,2,1,3,2,2,6,1,1,1
79812,96,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,5,2,6,2,1,1
79815,96,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,6,4,3,2,3,1
79816,5,2,6,6,6,1,6,1,6,2,6,6,3,2,3,3,5,3,2,2,1,1
79817,2,1,6,6,6,6,2,1,6,6,6,6,2,2,1,1,5,1,3,2,2,2
79818,1,1,6,2,6,6,6,6,6,1,6,6,2,2,1,2,9,1,2,1,2,2
79819,96,1,6,1,6,6,2,2,6,6,6,9,3,2,1,2,9,4,3,1,1,1
79821,3,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,8,3,3,2,1,1
79823,2,2,6,6,1,2,1,6,2,2,6,6,3,1,1,1,1,4,6,1,2,9
79824,96,6,6,6,6,6,6,6,6,6,6,6,2,2,9,2,6,2,2,2,2,2
79825,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,1,3,6,2,1,1
79826,2,2,6,6,6,6,1,2,6,1,2,6,1,1,2,1,7,2,1,1,2,1
79827,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,3,2,1,3,3
79833,3,1,2,2,2,6,1,6,2,2,6,6,3,1,1,3,7,4,6,2,1,1
79837,96,1,6,6,2,2,1,2,6,2,6,6,4,2,1,3,1,2,6,2,2,2
79838,96,2,6,6,6,6,1,6,2,1,6,6,3,2,1,3,9,4,6,1,1,1
79839,4,6,6,6,6,6,6,6,6,6,6,6,3,1,2,2,8,4,6,2,3,2
79840,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,1,2,3,1,1,1
79841,4,1,6,2,2,2,2,1,6,6,6,6,2,2,1,2,4,1,3,1,3,3
79842,3,2,6,2,6,1,1,2,6,6,6,6,1,1,1,2,5,4,2,1,2,1
79843,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,1,6,1,3,1
79845,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,1,4,6,2,1,1
79846,5,2,6,6,6,6,1,1,2,6,6,6,1,1,1,2,8,2,1,1,1,1
79848,4,1,6,6,6,2,1,6,6,6,6,6,3,2,2,2,5,3,6,1,1,1
79849,2,2,6,6,6,2,1,1,6,6,6,6,3,1,2,2,7,3,6,2,3,3
79852,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,2,2,2,1,1,1
79853,3,2,1,6,6,2,1,2,6,6,6,6,1,2,1,2,2,4,5,2,1,1
79854,2,6,6,6,6,6,6,6,6,6,6,6,3,2,9,2,5,4,6,2,1,1
79855,99,1,6,2,6,6,1,6,6,6,6,6,2,1,2,3,7,3,99,1,1,1
79857,3,6,6,6,6,6,6,6,6,6,6,6,3,2,9,9,9,4,99,1,9,9
79861,4,2,6,6,6,1,1,6,6,6,6,6,1,1,1,1,8,3,6,1,1,1
79862,96,2,2,6,6,1,2,6,6,6,6,6,1,1,1,2,6,4,3,2,2,9
79863,5,1,2,6,2,2,2,6,1,6,6,6,2,1,1,2,9,1,2,1,2,1
79865,3,2,6,6,6,6,1,6,1,2,6,6,3,2,1,1,1,2,6,2,1,1
79868,96,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,4,3,6,2,1,1
79869,96,2,6,6,6,1,2,6,6,6,6,6,2,2,3,3,6,3,6,2,2,2
79870,3,2,1,2,6,6,2,1,6,6,6,6,1,2,1,2,4,4,2,2,1,1
79871,4,6,6,6,6,6,6,6,6,6,6,6,3,1,1,2,2,2,6,2,1,1
79872,3,2,6,6,6,6,1,6,1,6,6,6,1,1,1,2,8,2,2,1,3,1
79873,3,1,6,6,6,6,1,2,6,6,6,6,1,2,1,2,4,2,6,1,3,1
79874,99,6,6,6,6,6,6,6,6,6,6,6,1,2,9,9,10,3,99,2,9,9
79875,3,2,1,6,6,6,6,1,6,6,6,6,1,2,1,2,5,1,5,2,1,1
79876,3,2,1,6,2,2,2,1,6,2,6,6,1,2,1,2,4,4,6,1,2,1
79878,5,2,6,2,6,2,1,1,6,6,6,6,4,1,1,3,1,4,6,2,1,1
79879,4,1,6,2,6,2,1,6,6,6,6,6,1,1,1,2,10,4,3,2,2,1
79881,5,6,6,6,6,6,6,6,6,6,6,6,9,1,3,3,7,2,2,2,9,9
79882,96,2,6,2,2,2,2,1,1,6,6,6,2,1,1,2,9,4,4,2,2,1
79883,2,2,6,2,6,2,1,1,6,6,6,6,1,2,1,1,2,1,2,2,2,2
79886,5,6,6,6,6,6,6,6,6,6,6,6,3,2,9,3,7,2,4,2,1,1
79890,96,2,6,6,6,1,2,2,6,6,6,6,3,2,2,2,8,4,6,2,3,2
79892,1,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,7,1,1,2,9,9
79893,5,2,6,2,2,2,1,1,6,6,2,6,1,1,1,3,4,3,5,1,1,1
79895,3,2,1,6,6,1,2,6,6,6,6,6,1,1,1,2,2,3,1,1,2,1
79897,4,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,1,4,6,2,1,1
79898,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,10,4,4,1,2,9
79900,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,4,6,1,1,1
79901,96,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,8,3,1,2,9,9
79905,2,1,1,2,6,6,2,6,6,6,6,6,1,1,1,1,8,1,3,2,1,3
79906,3,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,8,4,2,1,1,1
79907,96,2,1,1,6,6,2,2,6,6,6,6,1,2,1,1,10,4,1,1,1,1
79908,2,2,2,6,2,1,1,6,6,2,6,6,1,1,1,2,6,1,5,2,3,2
79909,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,1,4,6,2,1,1
79911,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,5,4,2,1,1,1
79914,5,2,2,6,6,2,1,6,6,6,6,6,4,2,1,3,9,4,99,1,1,1
79916,5,6,6,6,6,6,6,6,6,6,6,6,3,2,3,1,8,3,1,1,3,1
79917,96,6,6,6,6,6,6,6,6,6,6,6,2,1,9,1,5,4,2,2,1,1
79918,2,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,5,4,2,2,1,1
79919,1,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,4,2,1,2,3,1
79921,3,1,6,2,6,6,1,6,6,6,6,6,2,2,1,3,6,2,3,2,1,1
79922,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,10,4,3,2,3,9
79923,2,6,6,6,6,6,6,6,6,6,6,6,4,1,2,1,7,2,6,1,1,1
79925,3,6,6,6,6,6,6,6,6,6,6,6,1,2,3,1,2,4,3,2,3,3
79926,2,2,2,2,2,1,1,6,6,6,6,6,1,2,1,2,4,4,2,2,1,1
79927,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,5,2,6,2,1,1
79928,2,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,5,4,6,1,1,1
79929,99,6,6,6,6,6,6,6,6,6,6,6,3,1,1,2,1,2,5,1,9,9
79930,3,2,2,6,6,1,6,1,2,6,6,6,2,2,1,3,6,2,3,2,1,1
79931,4,2,6,6,6,6,6,1,1,2,6,6,1,2,2,2,1,4,3,1,2,2
79933,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,4,6,2,1,1
79936,96,2,2,6,6,1,2,1,6,6,6,6,2,2,1,2,10,4,5,2,2,1
79937,4,1,6,2,6,2,2,6,6,6,6,6,2,2,1,2,1,4,6,1,2,1
79939,1,2,1,6,6,6,1,2,6,6,6,6,1,2,1,2,6,1,1,2,2,2
79940,2,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,9,2,5,1,1,1
79942,1,2,1,6,6,6,2,1,6,6,6,6,1,2,1,2,9,4,5,2,3,3
79943,3,2,6,1,6,6,1,6,6,6,6,6,1,2,1,1,9,4,6,1,3,1
79945,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,5,4,6,2,2,9
79947,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,5,2,2,1,3,3
79949,96,6,6,6,6,6,6,6,6,6,6,6,2,1,3,2,8,1,2,1,3,3
79950,5,2,6,6,6,2,1,6,6,6,1,6,3,1,1,2,5,4,6,1,3,1
79955,3,6,6,6,6,6,6,6,6,6,6,6,3,2,3,2,9,1,6,2,1,1
79956,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,5,2,2,1,1,1
79959,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,10,2,6,1,1,1
79960,96,2,6,6,6,6,2,6,6,1,6,1,3,2,1,2,4,1,6,2,3,3
79961,4,2,2,6,6,2,1,1,6,6,6,6,1,1,1,2,10,3,4,2,2,1
79963,3,1,6,6,6,6,2,2,1,6,6,6,1,2,1,2,9,2,6,1,1,1
79965,96,6,6,6,6,6,6,6,6,6,6,6,2,1,2,3,2,2,4,2,3,3
79966,5,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,9,2,2,2,1,1
79967,96,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,8,4,6,1,3,9
79968,96,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,8,1,6,1,1,1
79969,4,1,6,6,6,6,2,1,6,6,2,6,3,2,1,2,5,4,6,2,3,3
79970,4,6,6,6,6,6,6,6,6,6,6,6,3,1,2,3,10,2,6,2,1,1
79971,5,1,6,2,6,6,1,2,6,6,6,6,2,2,1,3,7,3,6,1,1,1
79972,96,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,5,4,6,2,1,1
79973,3,2,1,2,2,2,1,2,6,6,6,6,1,2,1,2,4,4,6,2,1,1
79974,2,2,2,6,6,6,1,1,6,6,6,6,1,2,1,2,4,3,4,9,1,1
79975,99,6,6,6,6,6,6,6,6,6,6,6,1,1,9,9,10,1,99,1,9,9
79976,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,1,4,6,2,1,1
79977,96,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,2,2,6,1,1,1
79980,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,5,2,5,2,1,1
79981,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,1,2,3,3
79983,99,2,1,6,6,2,2,1,6,2,6,6,2,2,9,9,1,3,99,2,9,9
79984,1,2,1,6,6,6,6,6,1,6,6,6,1,2,1,1,4,3,2,1,2,2
79987,2,2,6,6,2,6,1,6,1,2,6,6,3,2,2,3,5,4,6,2,2,2
79989,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,1,4,6,2,3,2
79990,3,2,6,6,2,2,2,6,6,1,6,1,1,2,1,2,1,4,5,1,2,1
79991,96,1,6,1,6,2,2,6,6,6,6,6,1,2,1,2,2,4,2,2,2,1
79993,96,2,2,6,6,6,1,1,6,6,6,6,1,1,1,2,5,3,6,1,3,2
79996,3,2,1,6,6,2,6,6,1,6,6,6,1,2,1,2,4,3,4,2,1,1
79999,96,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,4,4,6,1,1,1
80000,96,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,2,4,1,2,3,1
80002,3,2,1,6,6,2,2,6,6,6,6,6,1,1,1,2,4,3,5,1,3,3
80003,99,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,7,4,5,1,2,1
80004,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,1,4,6,1,2,1
80005,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,9,1,6,1,1,9
80006,4,1,6,6,2,2,1,2,2,2,6,6,3,2,1,3,9,3,3,2,1,1
80007,3,1,6,6,2,2,1,6,6,6,6,6,3,1,3,3,5,3,6,2,1,1
80008,3,6,6,6,6,6,6,6,6,6,6,6,2,1,1,3,8,4,2,2,1,1
80010,96,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,2,4,1,2,1,1
80011,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,1,4,6,1,3,2
80013,4,2,6,6,6,6,2,6,2,1,1,6,3,2,1,3,1,2,6,2,1,1
80017,99,9,9,9,9,9,9,9,9,9,9,9,1,1,3,2,7,4,1,1,2,2
80018,4,1,6,2,6,6,1,6,6,6,6,6,2,1,1,3,5,2,99,1,1,1
80019,4,2,6,6,6,1,2,1,6,6,2,6,1,2,1,2,5,4,1,2,1,1
80020,5,1,6,6,1,2,2,2,6,6,6,6,1,2,1,3,5,3,1,1,1,1
80021,4,1,6,1,6,2,6,6,6,6,6,6,1,1,1,2,5,4,5,1,1,1
80022,3,6,6,6,6,6,6,6,6,6,6,6,2,1,9,1,5,2,2,2,9,1
80023,2,6,2,6,2,1,1,6,6,6,6,6,1,2,1,2,6,4,4,2,3,2
80024,3,6,6,6,6,6,6,6,6,6,6,6,3,1,3,2,5,4,6,2,3,3
80025,4,1,6,6,6,1,2,6,6,6,6,6,2,2,1,2,4,1,6,2,1,1
80026,3,1,6,1,6,2,2,6,6,6,6,6,1,1,1,1,4,4,2,2,1,1
80030,2,2,6,1,6,2,6,6,6,6,6,6,4,2,2,3,5,3,6,2,1,1
80031,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,5,3,6,1,3,1
80032,3,1,6,2,6,2,1,6,6,6,6,6,2,2,1,2,5,4,6,2,1,1
80035,3,1,6,6,2,6,1,2,2,6,6,6,3,2,1,3,4,2,6,1,3,1
80036,96,1,1,6,6,2,2,6,6,2,6,6,1,1,1,2,8,3,6,2,1,1
80038,2,2,1,6,6,2,6,1,6,6,6,6,1,2,1,2,1,4,1,1,1,1
80041,4,2,6,6,2,6,1,2,2,2,2,6,4,1,1,2,5,4,6,2,1,9
80042,3,2,6,6,6,1,2,1,2,6,6,6,2,2,1,3,4,2,2,2,1,1
80043,4,2,1,6,6,6,1,2,2,2,2,6,4,2,1,3,5,3,6,2,1,1
80044,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,5,2,6,2,1,1
