PUMFID,JOBINCP,STL_170A,STL_170B,STL_170C,STL_170D,STL_170E,STL_170F,STL_170H,STL_170I,STL_170J,STL_170L,STLP170N,GRADAGEP,GENDER2,CTZSHIPP,HLOSGRDP,PGMCIPAP,REG_INST,BEF_160,PGM_P100,PAR1GRD,PAR2GRD
66040,4,1,2,6,6,6,2,1,6,6,2,6,1,2,2,2,6,3,3,2,2,2
66042,5,2,2,6,6,2,1,1,6,6,6,6,2,2,1,2,9,3,5,2,3,1
66043,1,2,6,6,6,6,1,1,6,6,6,6,1,1,1,1,7,2,2,1,2,1
66044,2,1,1,2,6,2,6,6,6,6,6,6,1,2,1,1,8,4,6,2,2,2
66046,4,2,1,2,2,2,6,1,6,6,6,6,2,2,1,3,1,4,3,2,1,1
66047,96,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,10,2,6,2,1,1
66050,3,2,1,6,6,6,2,1,6,6,6,6,1,2,1,2,1,2,3,1,1,1
66051,3,2,1,6,2,2,1,6,6,6,6,6,1,1,9,9,8,4,99,2,9,9
66052,96,2,6,6,6,2,1,1,6,6,6,6,1,2,1,2,4,4,4,2,1,1
66053,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,4,3,1,2,1,1
66055,96,6,6,6,6,6,1,6,1,2,6,6,3,2,1,2,5,4,6,2,2,1
66058,2,2,2,6,6,6,1,1,6,6,6,6,2,1,9,1,10,1,6,2,1,1
66060,2,2,6,2,6,6,1,1,6,2,6,6,3,2,1,1,9,4,6,2,1,1
66062,1,1,6,6,2,1,6,6,6,6,6,9,1,2,1,1,10,1,1,2,2,2
66064,3,2,6,1,6,2,1,6,6,6,6,6,1,1,1,2,4,4,6,2,3,3
66065,4,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,9,2,6,1,1,1
66066,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,1,1,9,9
66068,96,2,1,6,6,2,2,1,6,6,6,6,1,2,1,2,4,3,3,1,1,1
66069,3,2,6,1,6,2,1,6,6,6,6,6,1,1,1,2,6,3,4,1,3,1
66071,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,10,1,6,2,1,1
66074,2,1,6,6,6,2,1,6,6,6,6,6,3,2,1,2,5,4,6,2,1,1
66076,3,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,8,3,5,1,1,1
66078,3,1,6,6,6,2,2,6,1,6,6,6,1,1,1,2,4,3,3,2,2,2
66079,3,2,6,1,2,2,1,2,6,6,2,6,3,1,2,3,8,4,6,1,2,2
66081,3,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,7,4,2,2,3,3
66082,1,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,1,6,1,1,1
66083,96,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,8,4,1,2,3,3
66084,2,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,5,4,2,2,2,2
66085,96,6,6,6,6,6,6,6,6,6,6,6,1,1,3,1,9,3,2,2,3,3
66088,3,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,10,1,6,1,3,3
66089,5,2,6,6,6,1,2,1,6,6,6,6,2,1,1,3,10,3,6,1,1,1
66091,1,2,2,6,2,1,2,2,6,6,6,6,2,2,1,3,4,4,3,1,1,1
66092,96,6,6,6,6,6,6,6,6,6,6,6,9,2,9,3,7,1,3,1,1,1
66093,2,1,1,2,6,2,2,2,6,2,6,6,1,2,1,1,2,3,3,2,2,2
66094,4,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,8,3,1,2,1,2
66095,2,6,6,6,6,6,6,6,6,6,6,6,2,1,9,3,5,1,5,2,1,1
66096,5,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,5,2,6,2,1,1
66098,3,1,6,6,6,6,6,2,1,2,6,6,3,2,1,2,4,2,6,2,1,1
66099,5,2,6,6,6,6,1,1,2,6,6,6,3,2,2,2,99,2,6,2,9,9
66100,4,2,2,6,6,2,1,1,6,6,6,6,2,1,2,2,7,4,2,1,3,2
66101,99,2,6,6,2,2,1,1,6,6,6,6,3,1,3,3,4,2,6,2,1,1
66102,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,2,5,2,6,1,1,1
66103,4,2,6,1,6,2,2,1,6,6,6,6,2,1,1,3,5,3,3,1,1,1
66105,3,2,6,6,6,1,1,2,6,6,6,6,3,2,3,3,8,2,6,2,1,1
66106,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,4,1,2,3,1
66107,3,6,6,6,6,6,6,6,6,6,6,6,3,2,3,2,4,4,6,2,3,1
66109,96,2,1,6,6,1,2,6,6,6,6,6,1,2,1,2,1,4,4,1,2,1
66110,96,2,6,6,6,6,1,6,6,6,6,1,2,1,1,1,8,1,4,2,2,2
66111,4,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,5,4,6,2,1,1
66112,3,2,6,6,2,2,2,1,6,6,1,6,1,1,1,1,8,4,6,1,1,1
66113,2,1,6,1,6,6,2,6,6,6,6,6,1,1,3,2,9,4,2,1,3,1
66114,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,1,4,6,1,2,2
66116,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,4,2,1,1,1,9
66122,2,2,1,6,6,6,6,2,6,6,6,6,1,1,1,2,4,3,3,2,2,3
66123,2,6,6,6,6,6,6,6,6,6,6,6,9,1,1,1,5,2,6,1,9,9
66124,4,2,6,2,6,2,1,1,6,6,6,6,3,2,2,3,9,4,6,1,1,1
66127,5,1,6,2,2,2,2,1,2,6,6,6,1,2,1,2,9,1,2,1,1,1
66130,2,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,4,2,3,2,3,2
66131,2,2,6,2,2,1,2,1,6,6,6,6,3,2,2,3,9,4,99,2,1,1
66132,3,1,6,6,6,6,1,6,2,2,6,6,4,1,2,1,10,2,3,1,2,2
66133,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,5,2,3,1,3,3
66134,3,2,6,6,1,2,6,2,6,6,6,6,3,1,1,3,4,3,1,2,1,1
66135,2,1,6,6,6,1,2,6,6,6,6,6,2,2,1,1,4,1,2,1,1,1
66136,3,2,2,6,6,1,1,6,6,6,6,6,2,2,1,3,1,2,1,2,1,1
66138,4,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,8,4,6,2,1,1
66139,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,5,4,2,1,2,2
66140,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,1,1,6,2,3,1
66141,99,1,6,2,2,1,2,6,6,6,6,6,1,2,1,1,8,1,5,2,1,1
66143,4,2,6,2,6,2,2,1,6,6,6,6,3,1,2,3,6,3,3,1,2,1
66144,4,2,1,2,2,6,1,6,6,6,6,6,1,1,1,2,8,3,5,1,1,1
66145,3,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,5,4,6,2,3,3
66147,5,6,6,6,6,6,6,6,6,6,6,6,3,1,2,3,8,4,3,2,2,1
66148,5,1,6,2,6,6,1,6,6,6,6,6,4,2,1,3,5,1,6,2,1,1
66149,2,6,6,6,6,6,6,6,6,6,6,6,2,2,9,1,5,3,2,2,3,3
66151,5,2,6,6,6,1,2,6,6,6,6,6,3,1,2,3,4,2,5,2,1,1
66153,5,2,1,6,6,2,2,2,1,2,6,6,2,1,1,2,9,4,6,1,2,1
66154,96,9,9,9,9,9,9,9,9,9,9,9,1,1,9,2,8,1,99,2,3,3
66155,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,6,4,3,2,3,3
66157,3,2,6,1,6,6,2,2,1,6,6,6,1,1,1,2,8,2,3,1,2,1
66158,3,2,1,1,6,6,2,2,6,6,6,6,1,2,1,1,9,4,2,1,2,1
66160,3,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,5,4,6,1,1,3
66161,2,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,4,3,3,1,1,1
66162,4,6,6,6,6,6,6,6,6,6,6,6,3,1,3,3,8,3,6,2,1,1
66163,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,7,4,6,1,9,9
66164,96,2,2,6,6,6,1,1,6,6,6,6,2,1,1,2,7,3,4,1,1,1
66166,99,2,1,6,6,6,1,2,6,6,6,6,1,2,9,9,4,4,99,2,9,9
66168,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,1,2,6,1,1,1
66171,3,1,6,6,6,6,1,2,6,6,6,6,1,2,1,1,9,4,3,1,1,1
66175,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,5,2,6,2,1,1
66176,4,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,5,4,5,1,1,1
66177,3,1,2,2,2,1,2,6,6,6,6,6,1,2,1,3,6,4,6,2,1,1
66178,3,2,1,6,6,2,6,1,6,6,6,6,1,1,1,1,5,4,3,2,3,2
66179,2,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,8,4,3,2,3,3
66180,3,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,1,2,6,1,1,1
66184,3,2,2,2,6,6,1,1,6,6,6,6,1,2,1,2,4,3,1,1,1,1
66185,99,6,6,6,6,6,6,6,6,6,6,6,1,2,9,9,5,1,99,1,9,9
66187,2,6,6,6,6,6,6,6,6,6,6,6,2,2,9,3,5,4,6,2,2,2
66190,5,2,1,6,6,2,2,1,6,6,6,6,1,2,1,2,7,3,2,1,2,2
66191,5,2,1,1,2,2,2,6,6,6,6,6,1,2,1,2,8,4,4,2,3,1
66192,3,1,6,6,6,6,1,6,6,2,6,6,2,2,1,2,5,2,6,1,2,2
66193,4,2,1,6,6,2,1,2,6,6,6,6,1,1,1,1,10,3,6,2,3,1
66196,96,2,6,6,6,1,1,6,6,2,6,6,3,2,2,2,4,2,6,2,1,3
66199,2,1,6,6,6,6,1,6,6,2,6,6,2,2,1,1,1,4,6,1,2,1
66202,3,2,6,6,6,1,1,6,6,6,6,6,3,1,1,2,9,4,6,1,1,1
66203,1,1,6,1,6,6,6,2,2,6,6,6,2,2,1,2,6,1,5,2,1,1
66204,4,1,6,1,2,6,6,6,6,6,6,6,2,2,1,2,2,4,6,2,1,1
66205,99,9,9,9,9,9,9,9,9,9,9,9,1,2,9,2,6,1,99,2,9,9
66207,4,2,6,2,6,6,2,6,1,6,1,6,3,2,1,1,9,1,6,1,3,1
66208,4,2,2,6,6,2,2,1,6,6,6,6,2,2,1,3,6,4,6,1,2,1
66209,96,2,6,2,6,6,1,1,6,6,6,6,1,2,1,1,4,2,6,1,1,1
66210,3,2,2,6,2,2,1,6,1,2,6,6,2,1,1,2,10,4,6,2,3,1
66211,3,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,7,4,1,2,2,3
66213,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,1,1,6,2,1,1
66215,4,6,2,6,2,2,1,2,6,2,2,6,2,2,1,3,9,1,3,2,3,1
66216,1,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,9,4,2,1,2,2
66217,4,2,6,6,6,6,1,2,2,1,2,9,2,2,1,1,4,4,6,1,3,1
66218,3,6,6,6,6,6,6,6,6,6,6,6,2,1,9,2,5,1,1,2,3,2
66220,4,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,1,4,6,2,1,1
66221,3,1,6,6,6,2,6,2,1,2,2,9,2,2,1,2,5,2,6,1,1,1
66222,3,1,2,2,2,2,1,6,2,6,6,6,3,2,1,3,1,1,4,2,1,1
66225,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,10,4,2,2,3,2
66226,4,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,5,2,2,2,3,1
66228,96,1,6,6,6,6,2,1,6,6,6,6,3,2,1,2,1,4,6,1,1,1
66231,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,4,3,1,2,1
66232,96,2,1,6,6,2,6,1,6,6,6,6,1,2,1,2,9,4,6,2,2,1
66234,5,9,9,9,9,9,9,9,9,9,9,9,1,1,1,3,5,4,6,2,1,1
66235,5,2,6,6,6,1,1,2,6,6,6,6,4,1,1,3,1,3,6,2,1,1
66237,99,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,10,4,2,2,1,1
66239,2,6,6,6,6,6,6,6,6,6,6,6,2,2,3,2,5,3,4,2,1,1
66240,99,1,6,6,1,2,2,6,6,6,6,6,2,1,2,2,9,4,99,1,1,1
66241,3,6,6,6,6,6,6,6,6,6,6,6,3,1,1,2,5,3,6,1,3,3
66242,96,2,1,6,6,2,2,1,6,6,6,6,1,1,1,1,2,4,4,1,9,9
66243,1,2,2,6,6,1,1,2,6,6,6,9,1,2,1,2,9,1,2,2,3,3
66244,2,2,6,6,6,1,2,1,6,6,6,6,2,1,1,3,6,4,3,1,1,1
66246,3,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,9,4,4,1,9,9
66248,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,5,1,6,2,1,1
66250,4,1,6,6,6,2,1,2,6,6,6,6,2,2,1,3,1,4,3,1,1,1
66251,4,6,6,6,6,6,6,6,6,6,6,6,3,1,3,3,7,2,4,2,3,1
66252,2,2,2,6,6,6,1,2,1,6,6,6,1,2,1,2,8,4,4,2,1,1
66256,99,1,6,2,6,1,6,2,6,6,6,6,3,2,2,3,1,4,6,2,1,9
66260,3,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,4,2,6,2,1,1
66264,3,1,6,2,6,1,2,6,6,6,6,6,2,1,1,2,4,1,6,1,1,1
66265,3,2,1,2,6,6,2,1,6,6,6,6,1,2,1,2,4,3,1,2,1,1
66271,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,9,2,6,2,9,9
66272,3,2,6,6,6,2,1,1,6,6,6,6,2,1,1,2,10,4,6,1,1,1
66273,2,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,4,3,2,1,1
66275,96,1,6,1,6,2,6,6,6,6,6,6,1,2,2,2,4,3,1,2,1,1
66276,3,6,6,6,6,6,6,6,6,6,6,6,9,2,1,2,4,2,6,9,1,1
66278,3,6,6,6,6,6,6,6,6,6,6,6,1,2,9,3,5,3,1,2,1,1
66279,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,1,4,6,2,2,1
66280,96,2,6,6,6,2,1,2,6,6,6,6,1,1,1,2,7,1,1,1,3,3
66281,2,2,6,6,6,6,1,1,6,2,6,6,1,1,3,1,2,4,2,2,2,9
66283,3,1,6,2,6,6,6,6,1,6,6,6,1,2,1,2,6,4,2,2,1,1
66284,3,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,8,4,2,2,2,9
66287,3,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,2,4,4,2,1,1
66289,99,6,6,6,6,6,6,6,6,6,6,6,1,2,2,9,5,4,99,2,3,3
66290,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,1,2,3,9
66292,5,9,6,9,9,9,6,6,6,6,6,6,2,2,2,3,4,3,2,2,1,2
66294,4,1,2,2,6,2,2,1,6,6,6,6,1,1,1,2,5,3,2,1,2,1
66295,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,9,4,2,2,2,2
66296,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,5,1,2,2,1,1
66297,1,2,6,6,6,2,1,1,6,6,6,6,2,2,1,2,9,4,6,1,2,2
66300,2,2,2,2,6,1,2,2,6,6,6,6,3,2,1,3,2,3,3,2,1,1
66301,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,1,4,6,2,1,1
66302,96,6,6,6,6,6,6,6,6,6,6,6,1,2,9,1,6,4,2,2,2,2
66303,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,8,2,6,1,1,1
66304,3,2,6,2,6,6,6,6,1,1,6,6,1,2,9,2,1,2,99,2,9,9
66305,5,2,6,1,6,6,1,6,6,6,6,6,2,1,2,2,8,2,2,1,1,1
66306,4,1,6,2,6,6,1,6,6,6,6,6,1,2,1,2,9,1,2,1,1,1
66307,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,2,2,2,1
66308,3,2,6,6,1,2,1,6,6,6,6,6,1,1,1,2,9,1,6,2,2,1
66309,1,1,6,6,6,2,1,6,2,6,6,6,3,2,1,2,5,2,6,2,2,1
66310,1,1,6,2,6,6,1,6,6,6,6,9,1,1,1,2,6,1,2,2,1,1
66311,96,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,8,1,6,2,3,1
66313,4,2,1,6,6,2,2,2,6,6,6,1,1,2,1,1,9,4,4,1,1,1
66314,3,2,1,6,6,1,2,6,6,6,6,6,1,2,1,2,4,1,4,2,3,2
66315,4,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,1,3,5,2,1,1
66316,5,1,2,2,2,6,1,6,2,2,2,6,3,2,1,3,9,3,6,1,1,1
66317,3,1,6,1,6,6,2,6,6,6,6,6,4,1,3,2,5,4,4,1,1,1
66318,5,2,2,6,6,1,2,6,6,6,6,6,4,2,1,3,9,1,6,1,1,1
66319,96,1,6,6,6,2,1,2,6,6,6,6,2,1,1,3,9,1,6,1,1,1
66320,4,2,6,6,6,2,1,1,6,6,6,6,1,2,1,2,9,1,3,1,2,2
66321,4,2,6,6,6,1,2,6,6,1,2,6,3,1,1,3,9,4,6,1,1,1
66322,96,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,8,2,6,2,3,1
66325,1,2,6,6,6,6,1,1,6,6,6,6,1,2,1,1,9,4,6,1,1,1
66326,5,6,6,6,6,6,6,6,6,6,6,6,2,1,1,3,5,4,4,2,1,1
66329,4,2,2,2,2,1,1,6,6,2,6,6,3,2,1,3,4,3,6,1,1,1
66331,5,2,6,6,6,1,2,2,6,6,6,6,2,2,2,3,7,3,3,1,2,1
66332,96,1,1,2,2,2,2,6,2,6,6,6,1,1,1,2,9,3,5,2,3,2
66333,5,2,6,2,6,2,1,1,6,6,6,6,2,1,1,2,4,3,6,2,2,2
66336,4,1,6,2,6,6,1,6,6,6,6,6,2,1,1,1,8,4,5,2,9,9
66337,2,2,6,1,6,6,6,6,6,1,6,6,1,1,1,3,1,3,3,1,1,1
66338,5,1,6,2,6,2,1,6,2,6,6,6,3,2,1,3,9,4,6,1,1,1
66339,5,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,9,2,6,2,1,1
66341,3,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,5,2,6,2,1,1
66342,4,2,6,6,6,6,2,1,1,2,6,6,4,2,1,3,1,1,6,2,1,1
66343,2,2,6,6,6,6,1,6,2,1,6,6,4,2,1,2,10,4,1,1,1,1
66344,5,2,1,6,6,1,2,2,6,6,6,6,1,1,2,2,7,4,3,1,3,2
66345,96,6,6,6,6,6,6,6,6,6,6,6,4,1,2,1,8,3,6,2,3,3
66348,96,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,6,3,2,2,3,2
66353,2,1,6,6,6,1,6,6,6,2,6,6,2,1,1,1,4,4,4,1,3,3
66355,5,2,6,6,6,6,1,1,2,2,6,6,3,1,1,3,5,2,6,2,2,2
66358,99,2,2,6,6,6,1,1,6,6,6,6,1,2,1,2,5,4,99,1,1,1
66360,4,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,5,2,6,2,2,1
66361,96,2,6,1,6,2,1,2,6,6,6,6,1,2,1,1,4,3,3,1,1,3
66363,96,1,6,1,2,2,6,2,6,6,6,6,1,1,2,2,8,4,1,1,2,1
66364,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,4,6,2,2,2
66367,2,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,6,4,3,1,1,1
66368,2,1,6,6,6,2,1,6,6,6,6,6,1,2,1,2,10,1,2,2,1,1
66369,99,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,5,3,2,2,1,1
66370,96,2,6,1,6,6,6,1,6,6,2,6,1,2,1,3,9,3,1,1,1,1
66372,3,1,2,2,2,2,1,2,2,2,6,6,3,2,1,2,10,1,6,2,1,1
66373,4,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,5,3,4,1,3,3
66378,5,2,6,6,6,1,1,2,2,6,6,6,2,2,2,3,5,4,6,2,1,1
66379,96,2,2,2,6,2,1,1,6,6,6,6,1,2,1,2,2,4,2,2,1,1
66380,99,1,6,6,6,2,1,6,6,6,6,6,1,2,9,9,8,4,99,1,9,9
66381,96,9,6,6,9,9,9,6,9,6,6,6,2,1,9,9,4,3,99,2,9,9
66382,96,1,6,6,6,6,2,6,1,6,6,6,2,1,1,1,7,2,6,2,3,2
66383,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,9,4,3,1,1,1
66385,96,2,6,6,6,6,1,1,6,6,6,6,1,1,1,1,8,3,3,2,2,1
66386,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,4,2,1,2,1
66389,96,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,8,3,1,2,3,1
66390,4,2,6,6,2,2,1,1,6,2,6,6,1,1,1,2,9,4,6,1,2,9
66391,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,6,2,1,1
66392,96,1,6,1,6,6,2,6,6,6,6,6,1,2,1,2,5,3,2,2,3,1
66394,3,2,2,6,6,2,1,1,6,6,6,6,1,1,1,2,1,4,5,1,1,1
66395,4,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,8,1,6,2,3,1
66397,4,1,6,1,2,2,2,6,6,6,6,6,2,2,1,2,9,4,6,1,1,1
66398,3,2,1,2,2,2,1,2,6,6,6,6,1,2,1,2,1,1,6,1,2,2
66399,3,1,6,1,6,2,6,2,6,6,6,6,2,2,1,2,4,4,6,2,1,1
66402,96,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,5,4,1,2,3,3
66404,2,2,6,6,2,1,6,6,6,6,6,6,2,2,1,3,9,4,4,1,1,1
66406,2,2,6,6,6,1,6,1,6,6,2,6,1,1,1,2,1,4,6,1,1,1
66407,1,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,5,3,1,2,1,1
66409,96,1,6,6,6,6,1,2,6,6,6,6,3,2,1,3,2,4,6,2,1,1
66411,5,2,6,6,6,6,1,2,6,6,6,6,3,1,1,3,6,1,6,2,2,1
66412,3,2,6,6,6,1,6,1,6,6,6,6,1,1,1,2,10,3,2,2,2,1
66415,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,5,4,6,2,2,1
66417,5,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,5,3,6,1,2,2
66418,3,1,6,2,2,2,1,2,6,6,6,6,1,2,1,2,4,4,4,1,3,1
66419,4,6,6,6,6,6,6,6,6,6,6,6,3,1,1,2,10,2,6,2,1,1
66420,4,6,6,6,6,6,6,6,6,6,6,6,3,1,1,2,4,1,6,2,3,2
66421,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,4,6,1,2,9
66423,99,6,6,6,6,6,6,6,6,6,6,6,3,1,3,2,8,1,3,1,3,1
66426,5,6,6,6,6,6,6,6,6,6,6,6,1,1,3,1,5,4,2,2,9,9
66430,1,1,6,2,6,6,1,6,6,6,6,6,1,1,1,2,2,4,3,2,1,1
66431,96,6,6,6,6,6,6,6,6,6,6,6,2,1,9,3,7,3,4,2,2,2
66432,1,1,6,2,6,2,2,1,6,6,6,6,1,2,1,2,8,1,4,1,1,1
66436,4,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,5,3,1,2,1,1
66437,96,6,6,6,6,6,6,6,6,6,6,6,4,1,2,3,2,3,5,1,2,1
66439,96,6,6,6,6,6,6,6,6,6,6,6,3,2,3,3,5,4,6,1,1,1
66440,96,2,6,6,6,2,1,1,6,6,6,6,1,1,1,2,4,4,3,2,1,1
66441,4,2,6,6,6,1,2,1,6,6,6,6,1,2,9,2,4,4,1,2,2,2
66443,4,6,6,6,6,6,6,6,6,6,6,6,3,1,3,3,5,3,6,2,9,9
66444,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,1,6,2,1,1
66445,3,2,6,2,6,1,6,1,6,6,6,6,1,2,1,2,5,4,6,2,2,3
66446,2,1,6,2,6,6,6,1,2,6,6,6,2,2,1,3,9,2,2,1,1,1
66449,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,5,1,6,2,1,1
66451,3,6,6,6,6,6,6,6,6,6,6,6,2,1,3,2,8,3,6,2,3,3
66452,2,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,8,4,3,2,2,2
66454,3,2,6,6,6,2,1,6,1,6,6,6,3,2,1,2,4,1,5,1,1,1
66457,99,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,8,1,6,1,3,3
66458,4,1,6,6,6,6,2,2,1,2,2,6,2,2,1,2,8,2,1,1,2,1
66459,96,2,1,6,6,2,2,6,6,6,6,6,3,1,1,3,7,3,6,2,2,1
66462,1,1,6,1,6,2,2,2,2,2,6,6,3,2,2,3,9,4,4,2,1,1
66463,3,2,6,6,6,6,1,1,6,6,6,6,3,2,1,3,1,3,6,1,2,1
66464,2,1,6,2,6,6,1,6,6,6,6,6,3,2,2,3,5,2,6,1,1,1
66465,2,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,2,4,1,2,9,3
66466,96,6,6,6,6,6,6,6,6,6,6,6,2,1,9,9,8,1,99,2,9,9
66467,3,2,6,2,6,6,1,2,1,2,6,6,1,2,2,1,5,2,5,1,3,3
66468,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,4,4,2,2,3,3
66469,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,1,2,6,2,9,9
66470,1,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,5,2,4,2,1,1
66472,5,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,8,3,6,1,3,3
66474,4,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,1,3,6,2,1,1
66476,5,1,6,1,6,2,2,2,6,6,2,6,2,2,2,3,4,3,6,2,2,2
66478,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,99,2,3,3
66481,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,99,2,1,1
66482,5,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,9,4,1,1,1,1
66483,99,6,6,6,6,6,6,6,6,6,6,6,2,1,1,9,5,3,99,2,9,9
66484,3,6,6,6,6,6,6,6,6,6,6,6,4,1,2,2,5,2,6,1,1,9
66485,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,3,5,2,4,2,1,1
66487,3,1,6,6,2,6,1,2,6,6,6,6,1,2,2,2,8,3,2,2,3,1
66490,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,9,1,2,2,3,2
66493,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,4,1,1,9,9
66494,5,2,1,6,6,2,1,2,6,6,6,6,1,2,1,2,10,3,6,2,2,1
66495,5,6,6,6,6,6,6,6,6,6,6,6,4,2,2,2,1,3,6,2,1,1
66496,3,1,6,2,2,2,2,2,1,6,6,6,1,2,1,1,4,4,4,1,3,1
66498,4,6,6,6,6,6,6,6,6,6,6,6,3,1,1,2,7,4,6,2,3,3
66499,3,9,9,9,9,9,9,9,9,9,9,9,3,1,3,3,8,3,6,2,1,1
66501,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,2,4,4,6,1,3,1
66502,4,2,6,6,6,2,1,1,6,6,6,6,1,1,1,2,10,1,1,1,3,1
66503,4,2,6,6,6,2,1,1,2,6,6,6,2,1,1,3,8,4,6,1,1,1
66505,1,6,1,6,6,1,2,6,6,6,6,6,1,2,1,2,6,1,4,2,2,1
